Datum,Menge
21.01.2021,25163
22.01.2021,25381
25.01.2021,25676
26.01.2021,25630
27.01.2021,25856
28.01.2021,25959
29.01.2021,25802
01.02.2021,25833
02.02.2021,25978
03.02.2021,25731
04.02.2021,25934
05.02.2021,26141
08.02.2021,25845
09.02.2021,25556
10.02.2021,25852
11.02.2021,25992
12.02.2021,25661
15.02.2021,25364
16.02.2021,25519
17.02.2021,25220
18.02.2021,25459
19.02.2021,25174
22.02.2021,25123
23.02.2021,24791
24.02.2021,24823
25.02.2021,24713
26.02.2021,24456
01.03.2021,24354
02.03.2021,24519
03.03.2021,24319
04.03.2021,24444
05.03.2021,24481
08.03.2021,24319
09.03.2021,24081
10.03.2021,23982
11.03.2021,23874
12.03.2021,24068
15.03.2021,24386
16.03.2021,24155
17.03.2021,24430
18.03.2021,24146
19.03.2021,23893
22.03.2021,23951
23.03.2021,23933
24.03.2021,23664
25.03.2021,23864
26.03.2021,23828
29.03.2021,23681
30.03.2021,23461
31.03.2021,23163
01.04.2021,23459
06.04.2021,26863
07.04.2021,23903
08.04.2021,23572
09.04.2021,23362
12.04.2021,23280
13.04.2021,23128
14.04.2021,22885
15.04.2021,22909
16.04.2021,22848
19.04.2021,23037
20.04.2021,22783
21.04.2021,22969
22.04.2021,23010
23.04.2021,22707
26.04.2021,22862
27.04.2021,22944
28.04.2021,22776
29.04.2021,22545
30.04.2021,22358
03.05.2021,22589
04.05.2021,22543
05.05.2021,22570
06.05.2021,22843
07.05.2021,22901
10.05.2021,22702
11.05.2021,22894
12.05.2021,23228
14.05.2021,17888
17.05.2021,23438
18.05.2021,23273
19.05.2021,23096
20.05.2021,23164
21.05.2021,23028
25.05.2021,24484
26.05.2021,23165
27.05.2021,23377
28.05.2021,23236
31.05.2021,23392
01.06.2021,23501
02.06.2021,23553
04.06.2021,20884
07.06.2021,23583
08.06.2021,23618
09.06.2021,23622
10.06.2021,23748
11.06.2021,23945
14.06.2021,23982
15.06.2021,24298
16.06.2021,24333
17.06.2021,24104
18.06.2021,24166
21.06.2021,24030
22.06.2021,24007
23.06.2021,23791
24.06.2021,23536
25.06.2021,23590
28.06.2021,23590
29.06.2021,23721
30.06.2021,23643
01.07.2021,23356
02.07.2021,23413
05.07.2021,23250
06.07.2021,23398
07.07.2021,23264
08.07.2021,23308
09.07.2021,23342
12.07.2021,23506
13.07.2021,23242
14.07.2021,23135
15.07.2021,22909
16.07.2021,22694
19.07.2021,23028
20.07.2021,23315
21.07.2021,23248
22.07.2021,23265
23.07.2021,23068
26.07.2021,23383
27.07.2021,23448
28.07.2021,23613
29.07.2021,23778
30.07.2021,23554
02.08.2021,23682
03.08.2021,23939
04.08.2021,23891
05.08.2021,23922
06.08.2021,23876
09.08.2021,24176
10.08.2021,24055
11.08.2021,23939
12.08.2021,23780
13.08.2021,23869
16.08.2021,23639
17.08.2021,23361
18.08.2021,23047
19.08.2021,22963
20.08.2021,23170
23.08.2021,22952
24.08.2021,23190
25.08.2021,23347
26.08.2021,23445
27.08.2021,23675
30.08.2021,23447
31.08.2021,23688
01.09.2021,23770
02.09.2021,23712
03.09.2021,23694
06.09.2021,23757
07.09.2021,23942
08.09.2021,24187
09.09.2021,24464
10.09.2021,24228
13.09.2021,24517
14.09.2021,24468
15.09.2021,24712
16.09.2021,24642
17.09.2021,24489
20.09.2021,24268
21.09.2021,24604
22.09.2021,24273
23.09.2021,24461
24.09.2021,24235
27.09.2021,24098
28.09.2021,23873
29.09.2021,24202
30.09.2021,24233
01.10.2021,24519
04.10.2021,24810
05.10.2021,24878
06.10.2021,24724
07.10.2021,24687
08.10.2021,24610
11.10.2021,24490
12.10.2021,24507
13.10.2021,24337
14.10.2021,24596
15.10.2021,24814
18.10.2021,24790
19.10.2021,24813
20.10.2021,24897
21.10.2021,24922
22.10.2021,24933
25.10.2021,24839
26.10.2021,25121
27.10.2021,24786
28.10.2021,25104
29.10.2021,24889
02.11.2021,25670
03.11.2021,25176
04.11.2021,24985
05.11.2021,24914
08.11.2021,25091
09.11.2021,25027
10.11.2021,25257
11.11.2021,25546
12.11.2021,25323
15.11.2021,25497
16.11.2021,25573
17.11.2021,25633
18.11.2021,25563
19.11.2021,25423
22.11.2021,25698
23.11.2021,25462
24.11.2021,25500
25.11.2021,25271
26.11.2021,25461
29.11.2021,25631
30.11.2021,25856
01.12.2021,25630
02.12.2021,25757
03.12.2021,25509
06.12.2021,25767
07.12.2021,25474
08.12.2021,25602
09.12.2021,25280
10.12.2021,24997
13.12.2021,25176
14.12.2021,24992
15.12.2021,25305
16.12.2021,25252
17.12.2021,25423
20.12.2021,25194
21.12.2021,25310
22.12.2021,25142
23.12.2021,24925
24.12.2021,25120
27.12.2021,24979
28.12.2021,24732
29.12.2021,24658
30.12.2021,24328
31.12.2021,24505
03.01.2022,24783
04.01.2022,25102
05.01.2022,25236
06.01.2022,25037
07.01.2022,24763
10.01.2022,24635
11.01.2022,24354
12.01.2022,24404
13.01.2022,24147
14.01.2022,23985
17.01.2022,23991
18.01.2022,24190
19.01.2022,24438
20.01.2022,24106
21.01.2022,24054
24.01.2022,24163
25.01.2022,24056
26.01.2022,24122
27.01.2022,24075
28.01.2022,24295
31.01.2022,23992
01.02.2022,24131
02.02.2022,24361
03.02.2022,24526
04.02.2022,24462
07.02.2022,24158
08.02.2022,24412
09.02.2022,24335
10.02.2022,24226
11.02.2022,24448
14.02.2022,24443
15.02.2022,24628
16.02.2022,24576
17.02.2022,24371
18.02.2022,24319
21.02.2022,24455
22.02.2022,24413
23.02.2022,24365
24.02.2022,24506
25.02.2022,24714
28.02.2022,24759
01.03.2022,24587
02.03.2022,24592
03.03.2022,24373
04.03.2022,24350
07.03.2022,24219
08.03.2022,24265
09.03.2022,24225
10.03.2022,24059
11.03.2022,24090
14.03.2022,24356
15.03.2022,24440
16.03.2022,24272
17.03.2022,24055
18.03.2022,24116
21.03.2022,24318
22.03.2022,24126
23.03.2022,24434
24.03.2022,24315
25.03.2022,24177
28.03.2022,24376
29.03.2022,24511
30.03.2022,24188
31.03.2022,23930
01.04.2022,23732
04.04.2022,23755
05.04.2022,23653
06.04.2022,23508
07.04.2022,23597
08.04.2022,23420
11.04.2022,23678
12.04.2022,23551
13.04.2022,23676
14.04.2022,23966
19.04.2022,27603
20.04.2022,23566
21.04.2022,23792
22.04.2022,23580
25.04.2022,23628
26.04.2022,23296
27.04.2022,23511
28.04.2022,23637
29.04.2022,23492
02.05.2022,23629
03.05.2022,23498
04.05.2022,23349
05.05.2022,23351
06.05.2022,23266
09.05.2022,23283
10.05.2022,23571
11.05.2022,23895
12.05.2022,24131
13.05.2022,24346
16.05.2022,24617
17.05.2022,24507
18.05.2022,24664
19.05.2022,24548
20.05.2022,24450
23.05.2022,24138
24.05.2022,24172
25.05.2022,24480
27.05.2022,21613
30.05.2022,24414
31.05.2022,24389
01.06.2022,24663
02.06.2022,24579
03.06.2022,24720
07.06.2022,29052
08.06.2022,24442
09.06.2022,24479
10.06.2022,24316
13.06.2022,24297
14.06.2022,24417
15.06.2022,24557
17.06.2022,19522
20.06.2022,24520
21.06.2022,24510
22.06.2022,24360
23.06.2022,24513
24.06.2022,24802
27.06.2022,24984
28.06.2022,24863
29.06.2022,24641
30.06.2022,24532
01.07.2022,24705
04.07.2022,24652
05.07.2022,24533
06.07.2022,24260
07.07.2022,24022
08.07.2022,23841
11.07.2022,23816
12.07.2022,24016
13.07.2022,24191
14.07.2022,24168
15.07.2022,24481
18.07.2022,24674
19.07.2022,24434
20.07.2022,24601
21.07.2022,24468
22.07.2022,24542
25.07.2022,24641
26.07.2022,24305
27.07.2022,24446
28.07.2022,24138
29.07.2022,24186
01.08.2022,24367
02.08.2022,24072
03.08.2022,24244
04.08.2022,24006
05.08.2022,24075
08.08.2022,23831
09.08.2022,23859
10.08.2022,24174
11.08.2022,24227
12.08.2022,24265
15.08.2022,24562
16.08.2022,24891
17.08.2022,24685
18.08.2022,24545
19.08.2022,24689
22.08.2022,24790
23.08.2022,24810
24.08.2022,24560
25.08.2022,24435
26.08.2022,24737
29.08.2022,24862
30.08.2022,25173
31.08.2022,24995
01.09.2022,24807
02.09.2022,24772
05.09.2022,24598
06.09.2022,24893
07.09.2022,25078
08.09.2022,25074
09.09.2022,24777
12.09.2022,25041
13.09.2022,24976
14.09.2022,25155
15.09.2022,24945
16.09.2022,25065
19.09.2022,24744
20.09.2022,24647
21.09.2022,24823
22.09.2022,24523
23.09.2022,24203
26.09.2022,24131
27.09.2022,23945
28.09.2022,23653
29.09.2022,23385
30.09.2022,23269
04.10.2022,27003
05.10.2022,23183
06.10.2022,23387
07.10.2022,23218
10.10.2022,23257
11.10.2022,22939
12.10.2022,22919
13.10.2022,22700
14.10.2022,22782
17.10.2022,22640
18.10.2022,22703
19.10.2022,22780
20.10.2022,22938
21.10.2022,23099
24.10.2022,23342
25.10.2022,23047
26.10.2022,22994
27.10.2022,22754
28.10.2022,22996
31.10.2022,23326
02.11.2022,23199
03.11.2022,23158
04.11.2022,23039
07.11.2022,23135
08.11.2022,22870
09.11.2022,22546
10.11.2022,22560
11.11.2022,22266
14.11.2022,22550
15.11.2022,22865
16.11.2022,23181
17.11.2022,22940
18.11.2022,22651
21.11.2022,22933
22.11.2022,22733
23.11.2022,23017
24.11.2022,23009
25.11.2022,23039
28.11.2022,23027
29.11.2022,23039
30.11.2022,23289
01.12.2022,23225
02.12.2022,23367
05.12.2022,23078
06.12.2022,22946
07.12.2022,23044
08.12.2022,22895
09.12.2022,23063
12.12.2022,22828
13.12.2022,22591
14.12.2022,22597
15.12.2022,22473
16.12.2022,22633
19.12.2022,22464
20.12.2022,22496
21.12.2022,22818
22.12.2022,23001
23.12.2022,22934
27.12.2022,26594
28.12.2022,23374
29.12.2022,23221
30.12.2022,23287
02.01.2023,23542
03.01.2023,23442
04.01.2023,23145
05.01.2023,23140
06.01.2023,22911
09.01.2023,22706
10.01.2023,22950
11.01.2023,23129
12.01.2023,23383
13.01.2023,23627
16.01.2023,23370
17.01.2023,23622
18.01.2023,23683
19.01.2023,23505
20.01.2023,23835
23.01.2023,23748
24.01.2023,24078
25.01.2023,24395
26.01.2023,24121
27.01.2023,24195
30.01.2023,24426
31.01.2023,24610
01.02.2023,24668
02.02.2023,24743
03.02.2023,24925
06.02.2023,24632
07.02.2023,24674
08.02.2023,24533
09.02.2023,24276
10.02.2023,24521
13.02.2023,24214
14.02.2023,24215
15.02.2023,24100
16.02.2023,23947
17.02.2023,23966
20.02.2023,24145
21.02.2023,23995
22.02.2023,24201
23.02.2023,24069
24.02.2023,23976
27.02.2023,24055
28.02.2023,23909
01.03.2023,23948
02.03.2023,23782
03.03.2023,23942
06.03.2023,24118
07.03.2023,24120
08.03.2023,24362
09.03.2023,24106
10.03.2023,24185
13.03.2023,24098
14.03.2023,24372
15.03.2023,24330
16.03.2023,24012
17.03.2023,24093
20.03.2023,24390
21.03.2023,24692
22.03.2023,24695
23.03.2023,24917
24.03.2023,24732
27.03.2023,24921
28.03.2023,25007
29.03.2023,24864
30.03.2023,24556
31.03.2023,24261
03.04.2023,24238
04.04.2023,24244
05.04.2023,23974
06.04.2023,23972
11.04.2023,25492
12.04.2023,24059
13.04.2023,23984
14.04.2023,23753
17.04.2023,23792
18.04.2023,23869
19.04.2023,23892
20.04.2023,23700
21.04.2023,23610
24.04.2023,23281
25.04.2023,23172
26.04.2023,23145
27.04.2023,23098
28.04.2023,23432
02.05.2023,27187
03.05.2023,23373
04.05.2023,23395
05.05.2023,23667
08.05.2023,23361
09.05.2023,23257
10.05.2023,23013
11.05.2023,22899
12.05.2023,23026
15.05.2023,22959
16.05.2023,23014
17.05.2023,23320
19.05.2023,20270
22.05.2023,23801
23.05.2023,23944
24.05.2023,23922
25.05.2023,23951
26.05.2023,23729
30.05.2023,26785
31.05.2023,23588
01.06.2023,23383
02.06.2023,23661
05.06.2023,23426
06.06.2023,23365
07.06.2023,23613
09.06.2023,21425
12.06.2023,23548
13.06.2023,23696
14.06.2023,23725
15.06.2023,23596
16.06.2023,23499
19.06.2023,23673
20.06.2023,23481
21.06.2023,23683
22.06.2023,23685
23.06.2023,23989
26.06.2023,24277
27.06.2023,24111
28.06.2023,24157
29.06.2023,24168
30.06.2023,23957
03.07.2023,23878
04.07.2023,23809
05.07.2023,23565
06.07.2023,23703
07.07.2023,23642
10.07.2023,23628
11.07.2023,23752
12.07.2023,23948
13.07.2023,24137
14.07.2023,24028
17.07.2023,23935
18.07.2023,24057
19.07.2023,23735
20.07.2023,24005
21.07.2023,23934
24.07.2023,23898
25.07.2023,23802
26.07.2023,23526
27.07.2023,23445
28.07.2023,23736
31.07.2023,23831
01.08.2023,23736
02.08.2023,23794
03.08.2023,23620
04.08.2023,23694
07.08.2023,23797
08.08.2023,23887
09.08.2023,23941
10.08.2023,23774
11.08.2023,23887
14.08.2023,23992
15.08.2023,23752
16.08.2023,23746
17.08.2023,23636
18.08.2023,23697
21.08.2023,23491
22.08.2023,23247
23.08.2023,23334
24.08.2023,23451
25.08.2023,23186
28.08.2023,22904
29.08.2023,22715
30.08.2023,22811
31.08.2023,22981
01.09.2023,23178
04.09.2023,23276
05.09.2023,23493
06.09.2023,23313
07.09.2023,22992
08.09.2023,22666
11.09.2023,22725
12.09.2023,22430
13.09.2023,22576
14.09.2023,22603
15.09.2023,22739
18.09.2023,22920
19.09.2023,22772
20.09.2023,22844
21.09.2023,22638
22.09.2023,22670
25.09.2023,22716
26.09.2023,22611
27.09.2023,22571
28.09.2023,22453
29.09.2023,22606
02.10.2023,22554
04.10.2023,25873
05.10.2023,22482
06.10.2023,22782
09.10.2023,22921
10.10.2023,23079
11.10.2023,23199
12.10.2023,23196
13.10.2023,23483
16.10.2023,23592
17.10.2023,23573
18.10.2023,23311
19.10.2023,23245
20.10.2023,23243
23.10.2023,23221
24.10.2023,22906
25.10.2023,22963
26.10.2023,23156
27.10.2023,23187
30.10.2023,23244
31.10.2023,23266
02.11.2023,23495
03.11.2023,23230
06.11.2023,23205
07.11.2023,23238
08.11.2023,23352
09.11.2023,23040
10.11.2023,22803
13.11.2023,22962
14.11.2023,22651
15.11.2023,22443
16.11.2023,22154
17.11.2023,22279
20.11.2023,22410
21.11.2023,22329
22.11.2023,22161
23.11.2023,22362
24.11.2023,22382
27.11.2023,22712
28.11.2023,22909
29.11.2023,22801
30.11.2023,22610
01.12.2023,22873
04.12.2023,22975
05.12.2023,22708
06.12.2023,22669
07.12.2023,22853
08.12.2023,22701
11.12.2023,22741
12.12.2023,23027
13.12.2023,23188
14.12.2023,23449
15.12.2023,23558
18.12.2023,23779
19.12.2023,23923
20.12.2023,24230
21.12.2023,24030
22.12.2023,24295
27.12.2023,27432
28.12.2023,23915
29.12.2023,23972
02.01.2024,25902
03.01.2024,23960
04.01.2024,23653
05.01.2024,23419
08.01.2024,23169
09.01.2024,23293
10.01.2024,23085
11.01.2024,22938
12.01.2024,23028
15.01.2024,22939
16.01.2024,22618
17.01.2024,22605
18.01.2024,22493
19.01.2024,22230
22.01.2024,21954
23.01.2024,21790
24.01.2024,21525
25.01.2024,21833
26.01.2024,21770
29.01.2024,21573
30.01.2024,21472
31.01.2024,21578
01.02.2024,21569
02.02.2024,21434
05.02.2024,21224
06.02.2024,20999
07.02.2024,20673
08.02.2024,20676
09.02.2024,20527
12.02.2024,20318
13.02.2024,19992
14.02.2024,20114
15.02.2024,20198
16.02.2024,20338
19.02.2024,20022
20.02.2024,20227
21.02.2024,20069
22.02.2024,20241
23.02.2024,20524
26.02.2024,20311
27.02.2024,20420
28.02.2024,20412
29.02.2024,20597
01.03.2024,20402
04.03.2024,20713
05.03.2024,20482
06.03.2024,20343
07.03.2024,20621
08.03.2024,20552
11.03.2024,20523
12.03.2024,20356
13.03.2024,20072
14.03.2024,20130
15.03.2024,20339
18.03.2024,20356
19.03.2024,20391
20.03.2024,20611
21.03.2024,20703
22.03.2024,20918
25.03.2024,21171
26.03.2024,20868
27.03.2024,20647
28.03.2024,20394
02.04.2024,21264
03.04.2024,20135
04.04.2024,20169
05.04.2024,20071
08.04.2024,20120
09.04.2024,20006
10.04.2024,20279
11.04.2024,20153
12.04.2024,20288
15.04.2024,20270
16.04.2024,20105
17.04.2024,19980
18.04.2024,19661
19.04.2024,19714
22.04.2024,19675
23.04.2024,19932
24.04.2024,19943
25.04.2024,20075
26.04.2024,19750
29.04.2024,19467
30.04.2024,19195
02.05.2024,20617
03.05.2024,18794
06.05.2024,18580
07.05.2024,18473
08.05.2024,18717
10.05.2024,16841
13.05.2024,18347
14.05.2024,18259
