Datum,Menge
20.11.2020,6142
23.11.2020,6202
24.11.2020,6264
25.11.2020,6272
26.11.2020,6302
27.11.2020,6352
30.11.2020,6392
01.12.2020,6347
02.12.2020,6395
03.12.2020,6323
04.12.2020,6210
07.12.2020,6282
08.12.2020,6255
09.12.2020,6225
10.12.2020,6251
11.12.2020,6363
14.12.2020,6323
15.12.2020,6240
16.12.2020,6218
17.12.2020,6110
18.12.2020,6005
21.12.2020,5911
22.12.2020,6027
23.12.2020,5926
24.12.2020,5829
28.12.2020,5715
29.12.2020,5625
30.12.2020,5638
31.12.2020,5675
04.01.2021,5577
05.01.2021,5490
06.01.2021,5492
07.01.2021,5558
08.01.2021,5520
11.01.2021,5500
12.01.2021,5600
13.01.2021,5575
14.01.2021,5468
15.01.2021,5556
18.01.2021,5634
19.01.2021,5606
20.01.2021,5701
21.01.2021,5593
22.01.2021,5554
25.01.2021,5450
26.01.2021,5431
27.01.2021,5335
28.01.2021,5224
29.01.2021,5313
01.02.2021,5273
02.02.2021,5175
03.02.2021,5110
04.02.2021,5170
05.02.2021,5127
08.02.2021,5195
09.02.2021,5087
10.02.2021,5102
11.02.2021,5158
12.02.2021,5071
15.02.2021,5118
16.02.2021,5060
17.02.2021,5006
18.02.2021,5116
19.02.2021,5156
22.02.2021,5105
23.02.2021,5218
24.02.2021,5338
25.02.2021,5394
26.02.2021,5403
01.03.2021,5514
02.03.2021,5481
03.03.2021,5507
04.03.2021,5404
05.03.2021,5322
08.03.2021,5412
09.03.2021,5457
10.03.2021,5412
11.03.2021,5506
12.03.2021,5400
15.03.2021,5387
16.03.2021,5301
17.03.2021,5306
18.03.2021,5399
19.03.2021,5510
22.03.2021,5478
23.03.2021,5438
24.03.2021,5480
25.03.2021,5404
26.03.2021,5499
29.03.2021,5433
30.03.2021,5397
31.03.2021,5359
01.04.2021,5282
06.04.2021,5329
07.04.2021,5263
08.04.2021,5250
09.04.2021,5195
12.04.2021,5295
13.04.2021,5348
14.04.2021,5375
15.04.2021,5362
16.04.2021,5388
19.04.2021,5405
20.04.2021,5374
21.04.2021,5323
22.04.2021,5319
23.04.2021,5286
26.04.2021,5237
27.04.2021,5134
28.04.2021,5116
29.04.2021,5027
30.04.2021,5031
03.05.2021,4931
04.05.2021,4901
05.05.2021,4921
06.05.2021,4994
07.05.2021,5024
10.05.2021,4923
11.05.2021,5009
12.05.2021,5006
14.05.2021,4262
17.05.2021,5064
18.05.2021,5002
19.05.2021,4910
20.05.2021,5028
21.05.2021,4947
25.05.2021,5263
26.05.2021,4864
27.05.2021,4910
28.05.2021,4806
31.05.2021,4850
01.06.2021,4823
02.06.2021,4943
04.06.2021,4681
07.06.2021,4892
08.06.2021,4794
09.06.2021,4829
10.06.2021,4780
11.06.2021,4804
14.06.2021,4884
15.06.2021,4989
16.06.2021,5018
17.06.2021,5052
18.06.2021,5032
21.06.2021,4940
22.06.2021,4913
23.06.2021,4951
24.06.2021,4841
25.06.2021,4886
28.06.2021,4819
29.06.2021,4932
30.06.2021,5015
01.07.2021,4969
02.07.2021,4930
05.07.2021,4820
06.07.2021,4760
07.07.2021,4716
08.07.2021,4644
09.07.2021,4564
12.07.2021,4676
13.07.2021,4757
14.07.2021,4837
15.07.2021,4952
16.07.2021,4915
19.07.2021,4886
20.07.2021,4889
21.07.2021,4857
22.07.2021,4890
23.07.2021,4817
26.07.2021,4736
27.07.2021,4643
28.07.2021,4656
29.07.2021,4553
30.07.2021,4660
02.08.2021,4591
03.08.2021,4594
04.08.2021,4574
05.08.2021,4507
06.08.2021,4451
09.08.2021,4366
10.08.2021,4302
11.08.2021,4367
12.08.2021,4349
13.08.2021,4428
16.08.2021,4329
17.08.2021,4308
18.08.2021,4353
19.08.2021,4297
20.08.2021,4250
23.08.2021,4198
24.08.2021,4147
25.08.2021,4172
26.08.2021,4271
27.08.2021,4211
30.08.2021,4171
31.08.2021,4131
01.09.2021,4166
02.09.2021,4144
03.09.2021,4038
06.09.2021,4006
07.09.2021,4093
08.09.2021,4151
09.09.2021,4083
10.09.2021,4092
13.09.2021,4039
14.09.2021,4057
15.09.2021,3980
16.09.2021,3865
17.09.2021,3762
20.09.2021,3793
21.09.2021,3840
22.09.2021,3847
23.09.2021,3957
24.09.2021,3957
27.09.2021,4034
28.09.2021,3972
29.09.2021,4027
30.09.2021,4019
01.10.2021,3965
04.10.2021,4085
05.10.2021,4094
06.10.2021,4137
07.10.2021,4023
08.10.2021,3929
11.10.2021,4009
12.10.2021,4025
13.10.2021,3980
14.10.2021,3894
15.10.2021,3856
18.10.2021,3845
19.10.2021,3759
20.10.2021,3685
21.10.2021,3748
22.10.2021,3773
25.10.2021,3710
26.10.2021,3724
27.10.2021,3787
28.10.2021,3689
29.10.2021,3749
02.11.2021,4310
03.11.2021,3690
04.11.2021,3709
05.11.2021,3666
08.11.2021,3576
09.11.2021,3633
10.11.2021,3696
11.11.2021,3674
12.11.2021,3793
15.11.2021,3889
16.11.2021,3999
17.11.2021,4035
18.11.2021,3968
19.11.2021,4088
22.11.2021,4167
23.11.2021,4226
24.11.2021,4290
25.11.2021,4411
26.11.2021,4522
29.11.2021,4642
30.11.2021,4736
01.12.2021,4676
02.12.2021,4650
03.12.2021,4598
06.12.2021,4683
07.12.2021,4663
08.12.2021,4593
09.12.2021,4606
10.12.2021,4663
13.12.2021,4573
14.12.2021,4670
15.12.2021,4679
16.12.2021,4619
17.12.2021,4736
20.12.2021,4645
21.12.2021,4733
22.12.2021,4734
23.12.2021,4646
24.12.2021,4537
27.12.2021,4453
28.12.2021,4530
29.12.2021,4479
30.12.2021,4494
31.12.2021,4529
03.01.2022,4501
04.01.2022,4506
05.01.2022,4512
06.01.2022,4519
07.01.2022,4464
10.01.2022,4518
11.01.2022,4531
12.01.2022,4571
13.01.2022,4471
14.01.2022,4536
17.01.2022,4634
18.01.2022,4715
19.01.2022,4791
20.01.2022,4754
21.01.2022,4768
24.01.2022,4839
25.01.2022,4892
26.01.2022,4827
27.01.2022,4905
28.01.2022,5015
31.01.2022,5033
01.02.2022,5017
02.02.2022,5077
03.02.2022,5151
04.02.2022,5093
07.02.2022,5032
08.02.2022,5066
09.02.2022,5131
10.02.2022,5186
11.02.2022,5286
14.02.2022,5383
15.02.2022,5476
16.02.2022,5470
17.02.2022,5562
18.02.2022,5489
21.02.2022,5486
22.02.2022,5590
23.02.2022,5686
24.02.2022,5573
25.02.2022,5518
28.02.2022,5600
01.03.2022,5712
02.03.2022,5796
03.03.2022,5771
04.03.2022,5835
07.03.2022,5825
08.03.2022,5918
09.03.2022,5897
10.03.2022,5826
11.03.2022,5910
14.03.2022,5942
15.03.2022,5880
16.03.2022,5879
17.03.2022,5926
18.03.2022,6001
21.03.2022,6101
22.03.2022,6004
23.03.2022,5929
24.03.2022,5833
25.03.2022,5890
28.03.2022,5849
29.03.2022,5935
30.03.2022,6056
31.03.2022,5994
01.04.2022,5945
04.04.2022,5868
05.04.2022,5975
06.04.2022,6020
07.04.2022,6010
08.04.2022,6094
11.04.2022,6090
12.04.2022,6070
13.04.2022,6160
14.04.2022,6052
19.04.2022,6099
20.04.2022,5879
21.04.2022,5865
22.04.2022,5908
25.04.2022,5854
26.04.2022,5923
27.04.2022,5997
28.04.2022,6097
29.04.2022,6042
02.05.2022,6068
03.05.2022,6044
04.05.2022,5943
05.05.2022,6044
06.05.2022,6036
09.05.2022,6112
10.05.2022,6034
11.05.2022,6055
12.05.2022,5947
13.05.2022,5995
16.05.2022,6115
17.05.2022,6108
18.05.2022,6031
19.05.2022,6119
20.05.2022,6238
23.05.2022,6186
24.05.2022,6099
25.05.2022,6136
27.05.2022,5630
30.05.2022,6177
31.05.2022,6287
01.06.2022,6327
02.06.2022,6297
03.06.2022,6342
07.06.2022,7181
08.06.2022,6268
09.06.2022,6178
10.06.2022,6105
13.06.2022,6189
14.06.2022,6185
15.06.2022,6203
17.06.2022,6225
20.06.2022,6310
21.06.2022,6361
22.06.2022,6473
23.06.2022,6466
24.06.2022,6562
27.06.2022,6577
28.06.2022,6550
29.06.2022,6454
30.06.2022,6537
01.07.2022,6519
04.07.2022,6552
05.07.2022,6516
06.07.2022,6416
07.07.2022,6335
08.07.2022,6399
11.07.2022,6360
12.07.2022,6457
13.07.2022,6409
14.07.2022,6326
15.07.2022,6359
18.07.2022,6321
19.07.2022,6418
20.07.2022,6390
21.07.2022,6405
22.07.2022,6521
25.07.2022,6596
26.07.2022,6679
27.07.2022,6707
28.07.2022,6811
29.07.2022,6842
01.08.2022,6854
02.08.2022,6842
03.08.2022,6900
04.08.2022,6959
05.08.2022,7051
08.08.2022,6988
09.08.2022,6893
10.08.2022,6892
11.08.2022,6867
12.08.2022,6765
15.08.2022,6786
16.08.2022,6734
17.08.2022,6636
18.08.2022,6677
19.08.2022,6746
22.08.2022,6669
23.08.2022,6634
24.08.2022,6596
25.08.2022,6549
26.08.2022,6561
29.08.2022,6610
30.08.2022,6620
31.08.2022,6587
01.09.2022,6488
02.09.2022,6506
05.09.2022,6569
06.09.2022,6580
07.09.2022,6564
08.09.2022,6474
09.09.2022,6573
12.09.2022,6557
13.09.2022,6545
14.09.2022,6443
15.09.2022,6400
16.09.2022,6294
19.09.2022,6281
20.09.2022,6236
21.09.2022,6352
22.09.2022,6257
23.09.2022,6310
26.09.2022,6201
27.09.2022,6214
28.09.2022,6150
29.09.2022,6254
30.09.2022,6308
04.10.2022,7335
05.10.2022,6160
06.10.2022,6235
07.10.2022,6342
10.10.2022,6331
11.10.2022,6257
12.10.2022,6187
13.10.2022,6173
14.10.2022,6210
17.10.2022,6226
18.10.2022,6192
19.10.2022,6129
20.10.2022,6169
21.10.2022,6251
24.10.2022,6146
25.10.2022,6094
26.10.2022,6058
27.10.2022,6088
28.10.2022,6174
31.10.2022,6086
02.11.2022,6808
03.11.2022,6137
04.11.2022,6219
07.11.2022,6271
08.11.2022,6292
09.11.2022,6290
10.11.2022,6346
11.11.2022,6299
14.11.2022,6229
15.11.2022,6334
16.11.2022,6398
17.11.2022,6315
18.11.2022,6292
21.11.2022,6314
22.11.2022,6427
23.11.2022,6326
24.11.2022,6265
25.11.2022,6276
28.11.2022,6314
29.11.2022,6248
30.11.2022,6261
01.12.2022,6214
02.12.2022,6152
05.12.2022,6075
06.12.2022,6083
07.12.2022,6028
08.12.2022,6086
09.12.2022,6108
12.12.2022,6020
13.12.2022,5922
14.12.2022,5984
15.12.2022,6105
16.12.2022,6102
19.12.2022,6188
20.12.2022,6087
21.12.2022,6111
22.12.2022,6133
23.12.2022,6199
27.12.2022,6857
28.12.2022,6289
29.12.2022,6182
30.12.2022,6189
02.01.2023,6250
03.01.2023,6309
04.01.2023,6293
05.01.2023,6282
06.01.2023,6182
09.01.2023,6095
10.01.2023,6026
11.01.2023,6099
12.01.2023,6082
13.01.2023,6019
16.01.2023,6041
17.01.2023,6145
18.01.2023,6185
19.01.2023,6296
20.01.2023,6248
23.01.2023,6310
24.01.2023,6340
25.01.2023,6408
26.01.2023,6303
27.01.2023,6214
30.01.2023,6193
31.01.2023,6134
01.02.2023,6152
02.02.2023,6204
03.02.2023,6263
06.02.2023,6228
07.02.2023,6215
08.02.2023,6325
09.02.2023,6334
10.02.2023,6299
13.02.2023,6412
14.02.2023,6377
15.02.2023,6328
16.02.2023,6222
17.02.2023,6154
20.02.2023,6176
21.02.2023,6152
22.02.2023,6113
23.02.2023,6083
24.02.2023,6203
27.02.2023,6128
28.02.2023,6176
01.03.2023,6240
02.03.2023,6166
03.03.2023,6170
06.03.2023,6190
07.03.2023,6198
08.03.2023,6289
09.03.2023,6372
10.03.2023,6461
13.03.2023,6387
14.03.2023,6287
15.03.2023,6397
16.03.2023,6348
17.03.2023,6285
20.03.2023,6217
21.03.2023,6167
22.03.2023,6270
23.03.2023,6282
24.03.2023,6184
27.03.2023,6198
28.03.2023,6272
29.03.2023,6330
30.03.2023,6384
31.03.2023,6306
03.04.2023,6402
04.04.2023,6320
05.04.2023,6361
06.04.2023,6380
11.04.2023,6523
12.04.2023,6341
13.04.2023,6321
14.04.2023,6413
17.04.2023,6323
18.04.2023,6238
19.04.2023,6138
20.04.2023,6212
21.04.2023,6222
24.04.2023,6162
25.04.2023,6166
26.04.2023,6079
27.04.2023,6184
28.04.2023,6124
02.05.2023,6139
03.05.2023,6111
04.05.2023,6001
05.05.2023,6107
08.05.2023,6202
09.05.2023,6175
10.05.2023,6086
11.05.2023,6172
12.05.2023,6290
15.05.2023,6287
16.05.2023,6238
17.05.2023,6217
19.05.2023,4670
22.05.2023,6188
23.05.2023,6204
24.05.2023,6110
25.05.2023,6074
26.05.2023,6044
30.05.2023,6926
31.05.2023,6022
01.06.2023,6008
02.06.2023,6025
05.06.2023,6077
06.06.2023,5999
07.06.2023,6010
09.06.2023,4920
12.06.2023,5967
13.06.2023,5898
14.06.2023,5806
15.06.2023,5845
16.06.2023,5790
19.06.2023,5805
20.06.2023,5889
21.06.2023,5821
22.06.2023,5784
23.06.2023,5717
26.06.2023,5677
27.06.2023,5588
28.06.2023,5628
29.06.2023,5688
30.06.2023,5624
03.07.2023,5594
04.07.2023,5614
05.07.2023,5699
06.07.2023,5632
07.07.2023,5742
10.07.2023,5648
11.07.2023,5628
12.07.2023,5645
13.07.2023,5614
14.07.2023,5734
17.07.2023,5669
18.07.2023,5647
19.07.2023,5654
20.07.2023,5617
21.07.2023,5602
24.07.2023,5551
25.07.2023,5442
26.07.2023,5473
27.07.2023,5366
28.07.2023,5304
31.07.2023,5244
01.08.2023,5326
02.08.2023,5319
03.08.2023,5337
04.08.2023,5263
07.08.2023,5211
08.08.2023,5299
09.08.2023,5321
10.08.2023,5353
11.08.2023,5434
14.08.2023,5546
15.08.2023,5592
16.08.2023,5538
17.08.2023,5508
18.08.2023,5568
21.08.2023,5488
22.08.2023,5511
23.08.2023,5473
24.08.2023,5506
25.08.2023,5518
28.08.2023,5407
29.08.2023,5316
30.08.2023,5287
31.08.2023,5370
01.09.2023,5302
04.09.2023,5193
05.09.2023,5190
06.09.2023,5224
07.09.2023,5299
08.09.2023,5269
11.09.2023,5349
12.09.2023,5386
13.09.2023,5421
14.09.2023,5450
15.09.2023,5431
18.09.2023,5393
19.09.2023,5411
20.09.2023,5308
21.09.2023,5220
22.09.2023,5214
25.09.2023,5237
26.09.2023,5169
27.09.2023,5182
28.09.2023,5070
29.09.2023,4994
02.10.2023,4948
04.10.2023,5185
05.10.2023,5027
06.10.2023,5091
09.10.2023,4982
10.10.2023,4910
11.10.2023,5025
12.10.2023,4968
13.10.2023,4911
16.10.2023,4927
17.10.2023,4902
18.10.2023,4958
19.10.2023,4908
20.10.2023,4914
23.10.2023,4833
24.10.2023,4949
25.10.2023,4999
26.10.2023,4904
27.10.2023,4846
30.10.2023,4959
31.10.2023,5060
02.11.2023,6038
03.11.2023,4988
06.11.2023,5086
07.11.2023,5158
08.11.2023,5191
09.11.2023,5112
10.11.2023,5112
13.11.2023,5198
14.11.2023,5272
15.11.2023,5169
16.11.2023,5134
17.11.2023,5162
20.11.2023,5282
21.11.2023,5264
22.11.2023,5160
23.11.2023,5057
24.11.2023,5065
27.11.2023,5064
28.11.2023,5027
29.11.2023,4956
30.11.2023,4878
01.12.2023,4790
04.12.2023,4741
05.12.2023,4751
06.12.2023,4783
07.12.2023,4706
08.12.2023,4698
11.12.2023,4665
12.12.2023,4558
13.12.2023,4648
14.12.2023,4564
15.12.2023,4484
18.12.2023,4485
19.12.2023,4401
20.12.2023,4463
21.12.2023,4520
22.12.2023,4512
27.12.2023,4674
28.12.2023,4612
29.12.2023,4705
02.01.2024,4767
03.01.2024,4678
04.01.2024,4707
05.01.2024,4780
08.01.2024,4898
09.01.2024,4973
10.01.2024,4862
11.01.2024,4761
12.01.2024,4668
15.01.2024,4740
16.01.2024,4751
17.01.2024,4765
18.01.2024,4813
19.01.2024,4844
22.01.2024,4852
23.01.2024,4811
24.01.2024,4834
25.01.2024,4737
26.01.2024,4856
29.01.2024,4976
30.01.2024,4940
31.01.2024,4885
01.02.2024,4996
02.02.2024,5082
05.02.2024,5202
06.02.2024,5298
07.02.2024,5285
08.02.2024,5358
09.02.2024,5387
12.02.2024,5480
13.02.2024,5561
14.02.2024,5468
15.02.2024,5389
16.02.2024,5479
19.02.2024,5452
20.02.2024,5453
21.02.2024,5358
22.02.2024,5248
23.02.2024,5184
26.02.2024,5205
27.02.2024,5155
28.02.2024,5042
29.02.2024,5118
01.03.2024,5154
04.03.2024,5144
05.03.2024,5204
06.03.2024,5300
07.03.2024,5205
08.03.2024,5246
11.03.2024,5345
12.03.2024,5346
13.03.2024,5342
14.03.2024,5427
15.03.2024,5413
18.03.2024,5510
19.03.2024,5418
20.03.2024,5463
21.03.2024,5490
22.03.2024,5433
25.03.2024,5456
26.03.2024,5424
27.03.2024,5430
28.03.2024,5439
02.04.2024,5708
03.04.2024,5305
04.04.2024,5380
05.04.2024,5293
08.04.2024,5230
09.04.2024,5329
10.04.2024,5312
11.04.2024,5414
12.04.2024,5504
15.04.2024,5578
16.04.2024,5588
17.04.2024,5486
18.04.2024,5512
19.04.2024,5527
22.04.2024,5632
23.04.2024,5749
24.04.2024,5699
25.04.2024,5787
26.04.2024,5777
29.04.2024,5670
30.04.2024,5724
02.05.2024,6624
03.05.2024,5592
06.05.2024,5688
07.05.2024,5596
08.05.2024,5692
10.05.2024,5228
13.05.2024,5591
14.05.2024,5699
